,x
1,0.00198759436270834
2,0.00247013933469691
3,0.00231505232476135
4,0.00205836629568243
5,0.00226282941773896
6,0.00557602103917003
7,0.00362960001659034
8,0.00457297591355122
9,0.00155955208313382
10,0.00214575602100843
11,0.00207147893913055
12,0.00166457022304189
13,0.00196937719135537
14,0.00139588588857267
15,0.00170251415111712
16,0.00187901695419837
17,0.00180718937159671
18,0.00179445827551024
19,0.00193916929642004
20,0.00201423700872803
21,0.0056144043089025
22,0.00546151737528952
23,0.00455442453536645
24,0.0025066958641732
25,0.00268304548428449
26,0.0031752562778783
27,0.00270998923137611
28,0.0036168286570346
29,0.00405393016969194
30,0.00722672794007218
31,0.00489359210235466
32,0.00549087654102781
33,0.00475550292871389
34,0.00513485534160597
35,0.00570099223191458
36,0.00240107041272054
37,0.0025884592086589
38,0.00258511382466538
39,0.00478162192077503
40,0.00238325303278099
41,0.00479962715477527
42,0.00267716114930262
43,0.00336130792667533
44,0.00332284480784086
45,0.00388809562323711
46,0.00370489218755081
47,0.00358318182253958
48,0.00335018418442167
49,0.00443261028137497
50,0.00428328678449429
51,0.003833223636129
52,0.00378206056891809
53,0.00394497928659346
54,0.00479367656832724
55,0.00492834023131339
56,0.00520519661203807
57,0.00454867208778146
58,0.00433148969872839
59,0.00551181822395611
60,0.00581708475783709
61,0.0047330790884016
62,0.00524598217009192
63,0.00447249577689684
64,0.00660855052405804
65,0.00447629134890197
66,0.00452338148491208
67,0.00532712810412483
68,0.00474847089744141
69,0.0058944263228881
70,0.00491596247663362
71,0.00452978875661105
72,0.00534800945714442
73,0.00519337145864093
74,0.00581675493452764
75,0.00632663658483492
76,0.00549209446767871
77,0.00637381660644137
78,0.00200797387323774
79,0.00201323153577889
80,0.00217473165354658
81,0.00204121228827716
82,0.00204732974125693
83,0.00205280853801934
84,0.0023569041637893
85,0.00229947163309935
86,0.0024028503044879
87,0.00417996238984287
88,0.00381109966576944
89,0.00393885993088065
90,0.00391186706665919
91,0.00348270372031733
92,0.00486545705470768
93,0.00396103448161747
94,0.00414468472276028
95,0.00397657191137732
96,0.00369647773890779
97,0.00503023239010948
98,0.00520552057081677
99,0.00642421761409284
100,0.00561655836829679
101,0.00482158672428751
102,0.00495150320132856
103,0.00368680612482676
104,0.00255898957388979
105,0.000930444224589522
106,0.00169270131895673
107,0.00151741764471191
108,0.00152323411315743
109,0.00137578007665669
110,0.00192502706914609
111,0.00167802305217568
112,0.00162473727150278
113,0.00148988940668848
114,0.00180464420824436
115,0.00353521213677089
116,0.00198109853623164
117,0.00141511174549535
118,0.00181661259333366
119,0.00252471689482146
120,0.00221183602510695
121,0.0019968515529374
122,0.00269181344781344
123,0.00122597837583326
124,0.00159483969611054
125,0.00123650063811033
126,0.0013162729763827
127,0.00297581108353435
128,0.00251725065998198
129,0.00402404404319072
130,0.0027020714837246
131,0.00171472890193035
132,0.00157091033513867
133,0.00176087732601215
134,0.00213340409889487
135,0.00160995237614534
136,0.00168073125439905
137,0.00238296095304829
138,0.00259321902322307
139,0.00208033981497196
140,0.00386374411864673
141,0.00255114235628399
142,0.00275617043249877
143,0.00215450272190844
144,0.00210629447937558
145,0.00228061925116384
146,0.00213134808763868
147,0.00264239257074244
148,0.00211932778652175
149,0.00186604821844951
150,0.00259565780810252
151,0.006116384826439
152,0.0050921987137475
153,0.00220849261794513
154,0.00221503016054589
155,0.00628830435993447
156,0.00645554105265596
157,0.00193169564202848
158,0.00647877600837318
159,0.00263315088579785
160,0.00270744871854263
161,0.00280941431155738
162,0.00172068687166627
163,0.00275067001523208
164,0.00713301626625561
165,0.00642970859504977
