,x
PC_1_Mjon_B13,-0.00236435544376817
PC_1_Mjon_B24,-0.00291728016245444
PC_1_Mjon_B34,0.000462648747298251
PC_1_Mjon_BD1,-0.00148288668007868
PC_1_Mjon_MBB019,0.00267477700044898
PC_1_Mjon_MBB020,-0.000105863112049989
PC_1_Mjon_MBB027,-0.000230996353321729
PC_1_Mmac_01y06_hely_S12,-0.0172966625571642
PC_1_Mmac_04y06_hely_S12,-0.0177288367463651
PC_1_Mmac_04y13_hely_S12,-0.0172966625571642
PC_1_Mmac_06y08_hely_S12,-0.0172966625571642
PC_1_Mmac_07y08_hely_S12,-0.0172966625571642
PC_1_Mmac_08y08_hely_S12,-0.0172966625571642
PC_1_Mleh_01y00_man_S12,-0.0233855454703845
PC_1_Mleh_02y00_man_S12,-0.0172966625571642
PC_1_Mleh_ANJZ11,-0.0205443822257855
PC_1_Mleh_B12,-0.0303626545122671
PC_1_Mleh_B14,-0.0197238068697519
PC_1_Mleh_BC3,-0.0281785102679018
PC_1_Mleh_C24,-0.0278986784882107
PC_1_Mleh_JMR001_S12,-0.0105914121788224
PC_1_Mleh_JMR002_S12,-0.0272751298014575
PC_1_Mleh_MBB038,-0.0186629281345387
PC_1_Mleh_MBB045,-0.0191192126572995
PC_1_Mleh_ODY6.9,-0.0164539695499915
PC_1_Mleh_Oskar_S12,-0.0343371269967536
PC_1_Mleh_SIB7.1,-0.0151271218484175
PC_1_Mleh_TAD4.32,-0.0134039418664473
PC_1_Mleh_Viola_S12,-0.0202895508117674
PC_1_Mmit_07y06_habe_S12,-0.0394093310336181
PC_1_Mmit_10y07_hely_S12,-0.0322501462527938
PC_1_Mmit_MBB005,-0.0332646544375009
PC_1_Mmit_MBB012,-0.0215113630855224
PC_1_Mmit_PBZT115,-0.0250927994871803
PC_1_Mmit_RMR186,-0.0291369430990499
PC_1_Mmit_RMR187,-0.0288842403124416
PC_1_Mmit_m05y06_hely,-0.0183089435830377
PC_1_Mmam_02y02_oka_S12,-0.0190972458855118
PC_1_Mmam_05y02_oka_S12,-0.0173698990965454
PC_1_Mmam_11y02_oka_S12,-0.018749224085064
PC_1_Mmam_12y02_oka_S12,-0.0183226181940304
PC_1_Mmam_I01_2015,-0.0233928040704483
PC_1_Mmam_m16y16_lok,-0.0214927264045323
PC_1_Mmam_m22y16_lok,-0.0216114233532048
PC_1_Mmarg_TAF06.1,-0.028228517959436
PC_1_Mmarg_TAF06.5,-0.029487798280418
PC_1_Mmarg_m12y16_mibe,-0.0286034068413816
PC_1_Msam_02y05_mamy_S12,-0.0182408744925299
PC_1_Msam_06y02_mahi_S12,-0.0195169910413984
PC_1_Msam_06y05_mamy_S12,-0.0300942903083478
PC_1_Msam_07y02_mahi_S12,-0.0202274733486525
PC_1_Msam_15y02_mahi_S12,-0.0190076754498926
PC_1_Marn_AMB5.26,-0.0211072982929466
PC_1_Marn_AMB5.41,-0.0252695504470173
PC_1_Marn_BC49_2017,-0.0245646902591613
PC_1_Marn_BE51_2017,-0.0258956777268231
PC_1_Marn_RMR156,-0.0250467188143845
PC_1_Msp1_A100_2014,-0.0247979220549894
PC_1_Msp1_A17_2014,-0.0244523160140929
PC_1_Msp1_A45_2014,-0.0237117382405006
PC_1_Msp1_A61_2014,-0.025351728089845
PC_1_Msp1_AMBH_D7_2013,-0.0339475270183229
PC_1_Msp1_ANALV_A19_2013,-0.0339475270183229
PC_1_Msp1_B14_2014,-0.0249309912242895
PC_1_Msp1_B77_2014,-0.0244684380466292
PC_1_Msp1_BEZAV_C30_2013,-0.0339475270183229
PC_1_Msp1_BEZAV_C53_2013,-0.0339475270183229
PC_1_Msp1_BF38_2017,-0.0251566033039844
PC_1_Msp1_BIN.S_K53_2011,-0.0339475270183229
PC_1_Msp1_E23_2014,-0.0250774578335245
PC_1_Msp1_F28_2015,-0.0239931382662668
PC_1_Msp1_F60_2015,-0.0250364311415858
PC_1_Msp1_G40_2015,-0.0246720954962155
PC_1_Msp1_MBB052,-0.0251635846723218
PC_1_Msp1_SALAF_B66_2013,-0.0339475270183229
PC_1_Msp1_SALAF_B77_2013,-0.0339475270183229
