,x
PC_1_Mmam_12y02_oka_S12,-0.0709784672950618
PC_1_Mmam_I01_2015,-0.0488227609374598
PC_1_Mmam_m16y16_lok,-0.0499055752276543
PC_1_Mmam_m22y16_lok,-0.0390466358688619
PC_1_Mmarg_TAF06.1,-0.0454516203888527
PC_1_Mmarg_TAF06.5,-0.0411718888606587
PC_1_Mmarg_m12y16_mibe,-0.0393934652815844
PC_1_Msam_02y05_mamy_S12,-0.0607982533227271
PC_1_Msam_06y02_mahi_S12,-0.0534224877537937
PC_1_Msam_06y05_mamy_S12,-0.0534224877537937
PC_1_Msam_07y02_mahi_S12,-0.0458810531498141
PC_1_Msam_15y02_mahi_S12,-0.0469055096321309
PC_1_Marn_AMB5.26,-0.0702572065606998
PC_1_Marn_AMB5.41,-0.0723807519310537
PC_1_Marn_BC49_2017,-0.0727114886301956
PC_1_Marn_BE51_2017,-0.0672805543210978
PC_1_Marn_RMR156,-0.0660898377392302
PC_1_Msp1_A100_2014,-0.0716061834493277
PC_1_Msp1_A17_2014,-0.0697266650256594
PC_1_Msp1_A45_2014,-0.0652181924800712
PC_1_Msp1_A61_2014,-0.0720627118313941
PC_1_Msp1_AMBH_D7_2013,-0.122036479707803
PC_1_Msp1_ANALV_A19_2013,-0.118782117486994
PC_1_Msp1_B14_2014,-0.0737600117615629
PC_1_Msp1_B77_2014,-0.0639770321000324
PC_1_Msp1_BEZAV_C30_2013,-0.120682823706872
PC_1_Msp1_BEZAV_C53_2013,-0.120682823706872
PC_1_Msp1_BF38_2017,-0.065012631199585
PC_1_Msp1_BIN.S_K53_2011,-0.0478586778198347
PC_1_Msp1_E23_2014,-0.0767185688519743
PC_1_Msp1_F28_2015,-0.0733378408111679
PC_1_Msp1_F60_2015,-0.058281596008728
PC_1_Msp1_G40_2015,-0.0775003770325171
PC_1_Msp1_MBB052,-0.0728178632884693
PC_1_Msp1_SALAF_B66_2013,-0.115332940971327
PC_1_Msp1_SALAF_B77_2013,-0.0977935514621791
