,x
PC_1_Mber_JMR045,-0.0858312530060142
PC_1_Mber_Joerg73,-0.0830836562741133
PC_1_Mber_KIR06.30_S12,-0.0821699366836621
PC_1_Mber_KIR06.34,-0.0836375077645293
PC_1_Mber_RMR94,-0.0859666466054049
PC_1_Mmyo_01y13_bom_S12,-0.0971572168824631
PC_1_Mmyo_03y06_hatsi_S12,-0.0739697734431053
PC_1_Mmyo_17y03_madi_S12,-0.0634926937479624
PC_1_Mmyo_BEMA7.17_S12,-0.0741605493419231
PC_1_Mmyo_JMR027,-0.0800990168004572
PC_1_Mmyo_JMR072,-0.0696420526864757
PC_1_Mmyo_RMR31,-0.0696834868927066
PC_1_Mmyo_RMR70,-0.0548197528490386
PC_1_Mruf_CAISOM101,-0.055608304695557
PC_1_Mruf_E250M100,-0.0490792284124432
PC_1_Mruf_PBZT116,-0.0802636905584519
PC_1_Mruf_PBZT122,-0.0640879688509892
PC_1_Mruf_RMR142,-0.101692204261497
PC_1_Mruf_TRA8.83,-0.0742691999004182
PC_1_Mruf_TRA8.85,-0.0853935655696989
PC_1_Mbon_301y03_ata_S12,0.211231768307368
PC_1_Mbon_3y11_hara_S12,0.270527411555057
PC_1_Mbon_55y04_bibo_S12,0.148611724738579
PC_1_Mbon_f08y13_zana,0.187302771938092
PC_1_Mbon_f09y13_zana,0.193952132592171
PC_1_Mbon_f13y15_sely,0.23770709636862
PC_1_Mbon_f17y13_zana,0.190977673693443
PC_1_Mdan_02y08_befa_S12,0.0659275716812194
PC_1_Mdan_42y04_koa_S12,0.0578906565914284
PC_1_Mdan_44y04_koa_S12,0.0347899512222368
PC_1_Mdan_83y04_injo_S12,0.0385592984488261
PC_1_Mdan_90y04_anji_S12,0.162485211909689
PC_1_Mrav_10y03_anko_S12,0.239217599604969
PC_1_Mrav_10y13_jbb_S12,0.197486294983556
PC_1_Mrav_13y03_anko_S12,0.23779938539802
PC_1_Mrav_166y03_bero,0.196772611706809
PC_1_Mrav_f325y18_mari,0.190720329967303
PC_1_Mrav_m117y17_jabe,0.19800212567963
PC_1_Mrav_m125y14_mari_S12,0.235993979930877
PC_1_Mrav_m139y17_jabe,0.187121072562973
PC_1_Mrav_m178y14_mari_S12,0.197436453816503
PC_1_Mrav_m266y18_mari,0.207888273102963
PC_1_Mbor_RMR115,-0.0179655042952533
PC_1_Mbor_RMR116,-0.0179838375613992
PC_1_Mbor_RMR124,-0.016571238661898
PC_1_Mbor_RMR129,-0.0186265529194924
PC_1_Msim_A032014,-0.00985722996706091
PC_1_Msim_A082014,-0.0217136655678718
PC_1_Msim_BET87,-0.0187938302841495
PC_1_Msim_PBZT117,-0.0483963380544869
PC_1_Msim_POLO522,-0.0220007099387965
PC_1_Msim_ZAH2,-0.0175324618215365
PC_1_Msim_ZAH5,-0.0294816241677638
PC_1_Mgan_00016A8577,0.00398132973186566
PC_1_Mgan_00016A875E,0.00374739512537377
PC_1_Mgan_00072854DC,0.00273513208022059
PC_1_Mgan_0007289B19,0.0030654362327259
PC_1_Mgan_00074C439B,0.0131306151722588
PC_1_Mman_RMR215,0.00261255802650008
PC_1_Mman_RMR216,0.0133554740888247
PC_1_Mman_RMR217,0.00164629494401389
PC_1_Mman_RMR219,0.00677065104194782
PC_1_Mman_RMR220,0.00722111961163863
PC_1_Mmur_71y04_tsin_S12,0.000681618297435101
PC_1_Mmur_AB01,0.00926037553196634
PC_1_Mmur_KIR06.31,0.00739159609885608
PC_1_Mmur_KIR06.32,0.0173332121637352
PC_1_Mmur_MOR106,0.00730179402422233
PC_1_Mmur_Micro24,0.00990395529180024
PC_1_Mmur_RMR19,0.00438098201212887
PC_1_Mmur_RMR27,0.00346707365056852
PC_1_Mmur_f102y18_mari,0.00677305365853281
PC_1_Mmur_f142y17_jabe,0.0097976041239968
PC_1_Mmur_f21y15_bomb,-0.0439832803912171
PC_1_Mmur_f56y13_ampi_S12,0.00188229550777706
PC_1_Mmur_m209y18_mari,0.00622357221411537
PC_1_Mmur_m53y11_ampi_S12,0.00311709782528483
PC_1_Mger_f12y18_fina,-0.0305308119816568
PC_1_Mger_f51y18_sako,-0.0297157342478174
PC_1_Mger_f55y18_bao,-0.0359003171853594
PC_1_Mger_m10y18_dobo,-0.0252397869423233
PC_1_Mger_m17y18_fina,-0.0305690359994166
PC_1_Mger_m44y18_anja,-0.0300475518144264
PC_1_Mjol_LAKI5.20_S12,-0.0201186141885826
PC_1_Mjol_LAKI5.24,-0.0321710605879844
PC_1_Mmaro_RMR131,-0.0303268836818745
PC_1_Mjon_A12,-0.0743700675822387
PC_1_Mjon_A23,-0.0906021310487464
PC_1_Mjon_A24,-0.0639801859189725
PC_1_Mjon_B13,-0.0282606036190404
PC_1_Mjon_B24,-0.0298177884331023
PC_1_Mjon_B34,-0.0687112879097681
PC_1_Mjon_BD1,-0.0310871227068914
PC_1_Mjon_MBB019,-0.0502648294030071
PC_1_Mjon_MBB020,-0.0965074565967804
PC_1_Mjon_MBB027,-0.0397551951045075
PC_1_Mmac_01y06_hely_S12,-0.0112116366683597
PC_1_Mmac_04y06_hely_S12,0.00463562943291003
PC_1_Mmac_04y13_hely_S12,-0.0180782708264409
PC_1_Mmac_06y08_hely_S12,0.00463562943291004
PC_1_Mmac_07y08_hely_S12,0.000847943703657465
PC_1_Mmac_08y08_hely_S12,0.00131879006968897
PC_1_Mleh_01y00_man_S12,-0.021350481529538
PC_1_Mleh_02y00_man_S12,-0.0563428069931607
PC_1_Mleh_ANJZ11,-0.0361502493050396
PC_1_Mleh_B12,-0.0436671847250211
PC_1_Mleh_B14,-0.02215505043892
PC_1_Mleh_BC3,-0.00667920983539137
PC_1_Mleh_C24,-0.0539627421440958
PC_1_Mleh_JMR001_S12,-0.0510733465695265
PC_1_Mleh_JMR002_S12,0.00316756757798464
PC_1_Mleh_MBB038,0.00296022165776583
PC_1_Mleh_MBB045,-0.035171206528762
PC_1_Mleh_ODY6.9,6.97303395875267e-05
PC_1_Mleh_Oskar_S12,0.00219452523634566
PC_1_Mleh_SIB7.1,-0.0211588050073772
PC_1_Mleh_TAD4.32,-0.0308553074091682
PC_1_Mleh_Viola_S12,-0.0381242588443068
PC_1_Mmit_07y06_habe_S12,-0.0331413376799016
PC_1_Mmit_10y07_hely_S12,0.00135903984841645
PC_1_Mmit_MBB005,-0.12594646009136
PC_1_Mmit_MBB012,-0.035099561103957
PC_1_Mmit_PBZT115,-0.000537449274649721
PC_1_Mmit_RMR186,-0.00546992589062573
PC_1_Mmit_RMR187,0.00129918447728192
PC_1_Mmit_m05y06_hely,-0.047111982483411
PC_1_Mmam_02y02_oka_S12,0.00463562943291003
PC_1_Mmam_05y02_oka_S12,-0.0078409809028695
PC_1_Mmam_11y02_oka_S12,0.0047930913260117
PC_1_Mmam_12y02_oka_S12,0.0047930913260117
PC_1_Mmam_I01_2015,-0.0041854057112897
PC_1_Mmam_m16y16_lok,-0.00166100362245246
PC_1_Mmam_m22y16_lok,0.00203768518984778
PC_1_Mmarg_TAF06.1,-0.00908188950031964
PC_1_Mmarg_TAF06.5,-0.00374430692750999
PC_1_Mmarg_m12y16_mibe,-0.00392980250730932
PC_1_Msam_02y05_mamy_S12,-0.0236907347396486
PC_1_Msam_06y02_mahi_S12,0.00512500532874084
PC_1_Msam_06y05_mamy_S12,-0.0175020802354727
PC_1_Msam_07y02_mahi_S12,-0.0142963463433589
PC_1_Msam_15y02_mahi_S12,-0.01591137951536
PC_1_Marn_AMB5.26,-0.0103918408357306
PC_1_Marn_AMB5.41,-0.00451684048918923
PC_1_Marn_BC49_2017,-0.00689589888299707
PC_1_Marn_BE51_2017,0.00477559492201687
PC_1_Marn_RMR156,0.00767028966570217
PC_1_Msp1_A100_2014,-0.00436625148742241
PC_1_Msp1_A17_2014,-0.004534695856375
PC_1_Msp1_A45_2014,-0.00592288002996105
PC_1_Msp1_A61_2014,-0.00477350608420782
PC_1_Msp1_AMBH_D7_2013,-0.0203810742656835
PC_1_Msp1_ANALV_A19_2013,-0.0256650105128947
PC_1_Msp1_B14_2014,-0.00451420949600487
PC_1_Msp1_B77_2014,-0.00550066313745624
PC_1_Msp1_BEZAV_C30_2013,-0.0204362765713451
PC_1_Msp1_BEZAV_C53_2013,-0.00835859581809557
PC_1_Msp1_BF38_2017,-0.00304642996730339
PC_1_Msp1_BIN.S_K53_2011,-0.0203300622146156
PC_1_Msp1_E23_2014,-0.00349231649048859
PC_1_Msp1_F28_2015,-0.00550822683227753
PC_1_Msp1_F60_2015,-0.00524645970671605
PC_1_Msp1_G40_2015,-0.00532381583213026
PC_1_Msp1_MBB052,-0.00325787323857151
PC_1_Msp1_SALAF_B66_2013,-0.0256650105128946
PC_1_Msp1_SALAF_B77_2013,-0.0270751806049509
