,x
PC_1_Mrav_m125y14_mari_S12,0.128443855980531
PC_1_Mrav_m139y17_jabe,0.0950067511032233
PC_1_Mrav_m178y14_mari_S12,0.122019795632393
PC_1_Mrav_m266y18_mari,0.0977400874985958
PC_1_Mbor_RMR115,-0.0179148184214658
PC_1_Mbor_RMR116,-0.0181004610357642
PC_1_Mbor_RMR124,-0.0195789288189915
PC_1_Mbor_RMR129,-0.0213794461029476
PC_1_Msim_A032014,-0.0231135244702513
PC_1_Msim_A082014,-0.0167607409561533
PC_1_Msim_BET87,-0.00473572234699417
PC_1_Msim_PBZT117,0.000391911784998115
PC_1_Msim_POLO522,-0.0176728848091262
PC_1_Msim_ZAH2,-0.0164001229347609
PC_1_Msim_ZAH5,-0.0167063260251234
PC_1_Mgan_00016A8577,0.0963457997609265
PC_1_Mgan_00016A875E,0.093079101630037
PC_1_Mgan_00072854DC,0.0937144035598552
PC_1_Mgan_0007289B19,0.0802481043374455
PC_1_Mgan_00074C439B,0.0938611342191055
PC_1_Mman_RMR215,0.104732224575765
PC_1_Mman_RMR216,0.126429921711878
PC_1_Mman_RMR217,0.0937026758511131
PC_1_Mman_RMR219,0.0945542654012907
PC_1_Mman_RMR220,0.0989673499682613
PC_1_Mmur_71y04_tsin_S12,0.123947442343341
PC_1_Mmur_AB01,0.104683779271858
PC_1_Mmur_KIR06.31,0.0958711690753729
PC_1_Mmur_KIR06.32,0.0957746806971236
PC_1_Mmur_MOR106,0.0967075828820156
PC_1_Mmur_Micro24,0.0985286311351619
PC_1_Mmur_RMR19,0.0962130156925743
PC_1_Mmur_RMR27,0.0945542045856244
PC_1_Mmur_f102y18_mari,0.0969731843765413
PC_1_Mmur_f142y17_jabe,0.0997877451719881
PC_1_Mmur_f21y15_bomb,0.107650228061115
PC_1_Mmur_f56y13_ampi_S12,0.125693772748853
PC_1_Mmur_m209y18_mari,0.0981397292468653
PC_1_Mmur_m53y11_ampi_S12,0.124461244293115
PC_1_Mger_f12y18_fina,-0.0155783400501403
PC_1_Mger_f51y18_sako,-0.01561842232772
PC_1_Mger_f55y18_bao,-0.0206097268569065
PC_1_Mger_m10y18_dobo,-0.0148980288851176
PC_1_Mger_m17y18_fina,-0.0206098241487893
PC_1_Mger_m44y18_anja,-0.0040375509087857
PC_1_Mjol_LAKI5.20_S12,-0.016406538231939
PC_1_Mjol_LAKI5.24,-0.0157076787951131
PC_1_Mmaro_RMR131,-0.0212015526660009
PC_1_Mjon_A12,-0.0195802139803564
PC_1_Mjon_A23,-0.0179619571106315
PC_1_Mjon_A24,-0.0229823654783952
PC_1_Mjon_B13,-0.0187674971941692
PC_1_Mjon_B24,-0.0227017854666722
PC_1_Mjon_B34,-0.00278170540080416
PC_1_Mjon_BD1,-0.0192072085335731
PC_1_Mjon_MBB019,-0.0171144363133037
PC_1_Mjon_MBB020,-0.0179776415224613
PC_1_Mjon_MBB027,-0.0184616211596377
PC_1_Mmac_01y06_hely_S12,-0.0277126385786432
PC_1_Mmac_04y06_hely_S12,-0.0277126385786432
PC_1_Mmac_04y13_hely_S12,-0.0277126385786432
PC_1_Mmac_06y08_hely_S12,-0.0277126385786432
PC_1_Mmac_07y08_hely_S12,-0.0277126385786432
PC_1_Mmac_08y08_hely_S12,-0.00547666477983614
PC_1_Mleh_01y00_man_S12,-0.134600279576688
PC_1_Mleh_02y00_man_S12,-0.0310190707557148
PC_1_Mleh_ANJZ11,-0.0675543870181711
PC_1_Mleh_B12,-0.0204724095256439
PC_1_Mleh_B14,-0.0272940528351301
PC_1_Mleh_BC3,-0.0355915908295722
PC_1_Mleh_C24,-0.0371181018547716
PC_1_Mleh_JMR001_S12,-0.0260955472112545
PC_1_Mleh_JMR002_S12,-0.039544279245127
PC_1_Mleh_MBB038,-0.0309463467872313
PC_1_Mleh_MBB045,-0.0436837770975616
PC_1_Mleh_ODY6.9,-0.0158591125141417
PC_1_Mleh_Oskar_S12,-0.0767597283904548
PC_1_Mleh_SIB7.1,-0.0633678189208841
PC_1_Mleh_TAD4.32,-0.0433726312432897
PC_1_Mleh_Viola_S12,-0.0574168185081484
PC_1_Mmit_07y06_habe_S12,-0.0559093343464045
PC_1_Mmit_10y07_hely_S12,-0.0767597283904548
PC_1_Mmit_MBB005,-0.0157312900081893
PC_1_Mmit_MBB012,-0.0611550052151387
PC_1_Mmit_PBZT115,-0.0371382120421563
PC_1_Mmit_RMR186,-0.0213482682882284
PC_1_Mmit_RMR187,-0.00709621276892879
PC_1_Mmit_m05y06_hely,-0.0592354171592055
PC_1_Mmam_02y02_oka_S12,-0.0831758978007266
PC_1_Mmam_05y02_oka_S12,-0.0865739510091215
PC_1_Mmam_11y02_oka_S12,-0.142867834646244
PC_1_Mmam_12y02_oka_S12,-0.138734057111466
PC_1_Mmam_I01_2015,-0.0701830276116457
PC_1_Mmam_m16y16_lok,-0.0729911305482056
PC_1_Mmam_m22y16_lok,-0.0724577544874324
PC_1_Mmarg_TAF06.1,-0.0721087073946923
PC_1_Mmarg_TAF06.5,-0.0666145262078522
PC_1_Mmarg_m12y16_mibe,-0.0770338604031007
PC_1_Msam_02y05_mamy_S12,-0.0767597283904547
PC_1_Msam_06y02_mahi_S12,-0.0767597283904547
PC_1_Msam_06y05_mamy_S12,-0.0767597283904547
PC_1_Msam_07y02_mahi_S12,-0.0767597283904548
PC_1_Msam_15y02_mahi_S12,-0.142867834646244
PC_1_Marn_AMB5.26,-0.0706620145265343
PC_1_Marn_AMB5.41,-0.0715050126859983
PC_1_Marn_BC49_2017,-0.0765376094997673
PC_1_Marn_BE51_2017,-0.0747492388529404
PC_1_Marn_RMR156,-0.074976199853967
PC_1_Msp1_A100_2014,-0.0752379432097294
PC_1_Msp1_A17_2014,-0.0742016689590193
PC_1_Msp1_A45_2014,-0.0741823018007539
PC_1_Msp1_A61_2014,-0.0758133688541485
PC_1_Msp1_AMBH_D7_2013,-0.0401175657223867
PC_1_Msp1_ANALV_A19_2013,-0.0406519343618585
PC_1_Msp1_B14_2014,-0.0749342456542376
PC_1_Msp1_B77_2014,-0.0746866766668102
PC_1_Msp1_BEZAV_C30_2013,-0.0406519343618585
PC_1_Msp1_BEZAV_C53_2013,-0.0406519343618585
PC_1_Msp1_BF38_2017,-0.0651728272775003
PC_1_Msp1_BIN.S_K53_2011,-0.0406519343618585
PC_1_Msp1_E23_2014,-0.0720681858923745
PC_1_Msp1_F28_2015,-0.0742595041881475
PC_1_Msp1_F60_2015,-0.0734276739935878
PC_1_Msp1_G40_2015,-0.0713654323443404
PC_1_Msp1_MBB052,-0.0732699903421787
PC_1_Msp1_SALAF_B66_2013,-0.0406519343618585
PC_1_Msp1_SALAF_B77_2013,-0.0406519343618585
