,x
PC_1_Mrav_m178y14_mari_S12,0.107064580398358
PC_1_Mrav_m266y18_mari,0.0889144675164826
PC_1_Mbor_RMR115,-0.0293683298575873
PC_1_Mbor_RMR116,-0.0271046900488676
PC_1_Mbor_RMR124,-0.0268167506499344
PC_1_Mbor_RMR129,-0.0250383168915085
PC_1_Msim_A032014,-0.0276886945693641
PC_1_Msim_A082014,-0.0238956139845863
PC_1_Msim_BET87,-0.0241038230251592
PC_1_Msim_PBZT117,-0.0331005788346892
PC_1_Msim_POLO522,-0.027245411422078
PC_1_Msim_ZAH2,-0.0280651417177608
PC_1_Msim_ZAH5,-0.0281365402336193
PC_1_Mgan_00016A8577,0.127392379188008
PC_1_Mgan_00016A875E,0.12782924658312
PC_1_Mgan_00072854DC,0.129806126132998
PC_1_Mgan_0007289B19,0.130850495601303
PC_1_Mgan_00074C439B,0.120801704788828
PC_1_Mman_RMR215,0.158029719485059
PC_1_Mman_RMR216,0.146962600972637
PC_1_Mman_RMR217,0.133623325800907
PC_1_Mman_RMR219,0.124808703104726
PC_1_Mman_RMR220,0.130263065261041
PC_1_Mmur_71y04_tsin_S12,0.190466545044892
PC_1_Mmur_AB01,0.139914051984622
PC_1_Mmur_KIR06.31,0.113226006516548
PC_1_Mmur_KIR06.32,0.134757735275339
PC_1_Mmur_MOR106,0.110041203313025
PC_1_Mmur_Micro24,0.12573987340229
PC_1_Mmur_RMR19,0.121313752293888
PC_1_Mmur_RMR27,0.114862180504193
PC_1_Mmur_f102y18_mari,0.122939018907985
PC_1_Mmur_f142y17_jabe,0.114991853652791
PC_1_Mmur_f21y15_bomb,0.132622572706204
PC_1_Mmur_f56y13_ampi_S12,0.190466545044892
PC_1_Mmur_m209y18_mari,0.113662686787008
PC_1_Mmur_m53y11_ampi_S12,0.190466545044892
PC_1_Mger_f12y18_fina,-0.0295963190879558
PC_1_Mger_f51y18_sako,-0.0293281063216381
PC_1_Mger_f55y18_bao,-0.0295594716229239
PC_1_Mger_m10y18_dobo,-0.0298883740404737
PC_1_Mger_m17y18_fina,-0.0296211813208821
PC_1_Mger_m44y18_anja,-0.029738976948894
PC_1_Mjol_LAKI5.20_S12,-0.0272726579875144
PC_1_Mjol_LAKI5.24,-0.0273955115906676
PC_1_Mmaro_RMR131,-0.0231117905696505
PC_1_Mjon_A12,-0.0240345285841861
PC_1_Mjon_A23,-0.0237951113779014
PC_1_Mjon_A24,-0.0240330971268318
PC_1_Mjon_B13,-0.0280832311949208
PC_1_Mjon_B24,-0.023336469575622
PC_1_Mjon_B34,-0.023410351125606
PC_1_Mjon_BD1,-0.0232727972582998
PC_1_Mjon_MBB019,-0.0287723349723626
PC_1_Mjon_MBB020,-0.0302010510746645
PC_1_Mjon_MBB027,-0.0286959716898129
PC_1_Mmac_01y06_hely_S12,-0.0432486632850465
PC_1_Mmac_04y06_hely_S12,0.0221303516942747
PC_1_Mmac_04y13_hely_S12,-0.0410427437236615
PC_1_Mmac_06y08_hely_S12,-0.0410427437236616
PC_1_Mmac_07y08_hely_S12,0.0221303516942747
PC_1_Mmac_08y08_hely_S12,-0.0415155331731562
PC_1_Mleh_01y00_man_S12,-0.108925691430295
PC_1_Mleh_02y00_man_S12,-0.108159272338983
PC_1_Mleh_ANJZ11,-0.0590269152620981
PC_1_Mleh_B12,-0.0735049839852464
PC_1_Mleh_B14,-0.0755695428151355
PC_1_Mleh_BC3,-0.0715075861661455
PC_1_Mleh_C24,-0.0631474015427871
PC_1_Mleh_JMR001_S12,-0.0848067322601257
PC_1_Mleh_JMR002_S12,-0.0715564992920866
PC_1_Mleh_MBB038,-0.061466986130056
PC_1_Mleh_MBB045,-0.0666175712085472
PC_1_Mleh_ODY6.9,-0.0743078837280299
PC_1_Mleh_Oskar_S12,-0.0915421177918055
PC_1_Mleh_SIB7.1,-0.0717296307920028
PC_1_Mleh_TAD4.32,-0.0660545076126524
PC_1_Mleh_Viola_S12,-0.108159272338983
PC_1_Mmit_07y06_habe_S12,-0.108509752250623
PC_1_Mmit_10y07_hely_S12,-0.108159272338983
PC_1_Mmit_MBB005,-0.0620400480001579
PC_1_Mmit_MBB012,-0.0715962690242044
PC_1_Mmit_PBZT115,-0.0594333780387133
PC_1_Mmit_RMR186,-0.0588857587980058
PC_1_Mmit_RMR187,-0.0574995222133314
PC_1_Mmit_m05y06_hely,-0.0605093058310402
PC_1_Mmam_02y02_oka_S12,-0.0587139889625522
PC_1_Mmam_05y02_oka_S12,-0.0587139889625521
PC_1_Mmam_11y02_oka_S12,-0.0589195240849368
PC_1_Mmam_12y02_oka_S12,-0.0587139889625521
PC_1_Mmam_I01_2015,-0.0356518295984695
PC_1_Mmam_m16y16_lok,-0.0355922817847216
PC_1_Mmam_m22y16_lok,-0.0353050022761003
PC_1_Mmarg_TAF06.1,-0.0359268226782265
PC_1_Mmarg_TAF06.5,-0.0358290681157765
PC_1_Mmarg_m12y16_mibe,-0.0357808527454849
PC_1_Msam_02y05_mamy_S12,-0.0589195240849368
PC_1_Msam_06y02_mahi_S12,0.0222514198380998
PC_1_Msam_06y05_mamy_S12,-0.0591561141849646
PC_1_Msam_07y02_mahi_S12,0.0221303516942747
PC_1_Msam_15y02_mahi_S12,-0.0587139889625522
PC_1_Marn_AMB5.26,-0.0365009909419873
PC_1_Marn_AMB5.41,-0.0374008442120764
PC_1_Marn_BC49_2017,-0.0376381904991837
PC_1_Marn_BE51_2017,-0.0397718548732963
PC_1_Marn_RMR156,-0.0347490172098412
PC_1_Msp1_A100_2014,-0.0356397772782479
PC_1_Msp1_A17_2014,-0.0356954800808074
PC_1_Msp1_A45_2014,-0.0332737537992148
PC_1_Msp1_A61_2014,-0.0358690228741392
PC_1_Msp1_AMBH_D7_2013,0.0328862551204557
PC_1_Msp1_ANALV_A19_2013,0.0328862551204556
PC_1_Msp1_B14_2014,-0.0361430525074357
PC_1_Msp1_B77_2014,-0.0350466300290953
PC_1_Msp1_BEZAV_C30_2013,0.0328862551204557
PC_1_Msp1_BEZAV_C53_2013,0.0328862551204557
PC_1_Msp1_BF38_2017,-0.0359793770903443
PC_1_Msp1_BIN.S_K53_2011,0.0328862551204556
PC_1_Msp1_E23_2014,-0.03544425721357
PC_1_Msp1_F28_2015,-0.0351566773622926
PC_1_Msp1_F60_2015,-0.035799954475617
PC_1_Msp1_G40_2015,-0.0353301316023086
PC_1_Msp1_MBB052,-0.0348061148189873
PC_1_Msp1_SALAF_B66_2013,0.0328862551204557
PC_1_Msp1_SALAF_B77_2013,0.0328862551204557
